TEI,TEO,TCI,TCO,Evap.Tons,kW,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,TO_sump,fault,level
55.69,49.32,85.49,91.67,57.11,60.23,7.5,4.4,42,37.1,95.7,116.1,7.5,47,5,129,33.3,116.9,cf,1
55.64,49.28,85.49,91.67,57.17,60.06,7.1,4.4,42,37.1,96,116.1,7.8,47.2,5.2,129,33.3,116.9,cf,1
55.73,49.32,85.53,91.71,57.25,60.15,7.3,4.4,42,37.1,96,116.1,7.5,47,5.2,129,33.3,116.9,cf,1
55.77,49.36,85.53,91.71,57.55,60.19,7.5,4.1,42,37.1,95.7,115.6,7.5,47.2,5.2,129,33.6,116.9,cf,1
55.77,49.36,85.49,91.67,57.75,60.11,7.5,4.4,42,37.1,95.7,115.6,7.7,47.2,5,129,33.3,116.9,cf,1
53.88,50.59,85.57,88.97,29.28,42.59,7,2.3,43.6,38.8,91.2,106.7,4.9,50,6.2,147.6,56.6,122,cf,1
53.84,50.55,85.62,88.97,29.61,42.65,6.8,2,43.8,39,90.7,105.7,5.1,49.8,6.2,147.2,56.4,122.2,cf,1
53.8,50.47,85.66,88.97,29.88,42.58,6.8,2.3,43.8,39,91,106.2,4.9,49.8,6.2,147.6,56.2,122.2,cf,1
60.52,50.55,75.42,84.96,88.86,70.41,9.2,6.4,41.2,36.3,91.2,106.7,10.2,46.6,5.6,115.1,23.9,117.6,cf,1
60.64,50.59,75.58,85.16,90.44,71.19,9.6,6.7,40.8,35.9,91.5,107.2,10.5,46.4,5.4,115.3,23.6,116.7,cf,1
60.68,50.43,75.71,85.41,91.76,72.28,9.1,6.6,41.2,36.3,92,108.2,10.7,46.4,5.4,115.3,22.9,116,cf,1
60.6,50.27,75.79,85.61,92.47,72.6,8.9,6.8,41.2,36.3,92.2,108.7,10.2,46.4,5.2,115.1,22.9,115.7,cf,1
60.72,50.55,75.75,85.45,91.15,72.73,10,6.7,40.4,35.4,92,108.2,10.7,46.3,5.9,115.7,23.7,114.9,cf,1
60.8,50.55,75.79,85.57,92.01,72.81,9.8,6.7,40.6,35.6,92.2,108.2,10.9,46.3,5.8,116,23.5,114.5,cf,1
60.8,50.55,75.79,85.57,92.54,72.87,10,6.8,40.4,35.4,92.2,108.7,10.9,46.3,6,116.2,23.8,114.5,cf,1
56.91,50.59,76.2,82.21,56.5,51.17,9.1,4.3,41.5,36.6,86.3,97.8,6.9,48.2,6.6,120.7,34.4,113.6,cf,1
56.91,50.59,76.2,82.26,57.11,51.24,9,4,41.6,36.7,86,97.3,7.2,48,6.4,120.7,34.7,114,cf,1
56.63,50.31,76.16,82.21,56.77,51.26,8.7,4,41.6,36.7,85.7,96.8,6.9,47.8,6.4,120.4,34.7,113.8,cf,1
56.5,50.22,76.2,82.21,56.11,51.18,8.8,4.2,41.5,36.6,86,97.3,6.6,47.8,6.2,120.2,34.4,113.8,cf,1
56.42,50.14,76.12,82.17,56.32,51.14,8.5,3.7,41.6,36.7,85.7,96.8,6.8,47.8,6.3,120.2,34.2,113.8,cf,1
56.38,50.14,76.16,82.21,56.31,51.22,8.5,3.9,41.5,36.6,85.7,96.8,6.6,47.7,6.1,120.2,34.7,113.8,cf,1
53.11,50.27,75.87,78.73,25.46,35.62,7,1.5,43.3,38.5,80.4,87.4,3.6,49.6,6.1,143.6,63.2,119.2,cf,1
53.06,50.35,75.79,78.61,24.41,35.29,7.5,2.1,42.9,38,80.4,87.4,3.4,49.8,6.9,144.7,63.9,119.9,cf,1
53.15,50.43,75.83,78.65,24.27,35.47,7.2,1.8,43.3,38.5,80.4,87.4,3.4,50.1,6.9,145.1,64.7,119.9,cf,1
53.19,50.43,75.87,78.69,24.64,35.46,7.3,1.5,43.3,38.2,80.7,87.9,4,50,6.9,144.7,64,120.4,cf,1
58.55,49.49,70.22,78.73,81.4,60.07,9.2,6.2,40.3,35.3,84.6,94.8,8.4,45.9,5.8,110.5,26.5,115.3,cf,1
58.35,49.28,70.02,78.57,80.74,59.75,9,5.6,40.1,35.1,84,93.8,8.9,45.9,5.8,110.3,26,114.2,cf,1
58.35,49.28,70.02,78.49,81.49,60.01,9.3,6,40,35,84.3,94.3,8.8,45.8,5.5,110.1,26.3,113.8,cf,1
58.22,49.2,69.85,78.37,81.39,59.7,9,5.9,40,35,84,93.8,8.6,45.6,5.6,109.8,26.1,112.9,cf,1
56.5,50.47,65.88,71.53,53.86,42.97,10,3.8,40.4,35.4,75,78.9,6,47.8,7.6,112,37,111.8,cf,1
56.5,50.43,65.88,71.49,54.1,42.95,10,4.1,40.6,35.6,75.3,79.4,6,48,7.2,112,37,111.6,cf,1
56.46,50.43,65.84,71.49,53.91,43,9.8,3.8,40.6,35.6,75,78.9,6,47.8,7.2,112,37.2,111.6,cf,1
56.46,50.39,65.8,71.41,54.4,42.92,9.7,3.5,40.6,35.6,74.7,78.4,6,47.8,7.4,112,37.3,111.3,cf,1
56.42,50.39,65.76,71.41,54.52,42.98,9.6,4.1,40.6,35.6,75,78.9,5.7,48,7.2,111.8,37,111.6,cf,1
56.42,50.35,65.72,71.36,54.24,42.87,9.7,3.6,40.6,35.6,74.7,78.4,5.8,47.8,7.4,111.8,37.1,111.3,cf,1
56.38,50.35,65.72,71.32,54.06,42.82,9.8,3.9,40.6,35.6,75,78.9,6.3,47.8,7.2,111.8,36.8,111.3,cf,1
56.34,50.31,65.67,71.28,54.08,42.9,9.7,3.3,40.6,35.6,74.4,78,5.8,47.8,7.4,111.8,37.1,111.3,cf,1
53.88,50.51,63.01,66.21,30.33,32.59,8.2,1.8,42.4,37.5,67.7,68,3,49.6,7.3,126,58.6,114,cf,1
53.88,50.55,63.01,66.25,29.9,32.61,8.2,2,42.4,37.5,68.1,68.5,3.4,49.8,7.4,126.3,58.2,114,cf,1
54.62,45.8,83.85,92.12,78.9,75.5,6.6,3.7,39.2,34.3,96,116.1,7.5,42.9,3.5,122,26.2,113.8,cf,1
54.66,45.84,84.18,92.66,79.33,76.41,6.4,5.6,39.2,34.5,98,120.1,9,43,3.5,122.7,24.7,113.8,cf,1
55.07,46.21,84.47,92.98,79.23,77.92,6.7,5.7,39.4,34.5,98.7,121.6,9.5,43,3.8,123.5,24.8,114,cf,1
54.95,46.01,84.63,93.23,80.33,78.67,6.7,5.5,39.1,34.2,98.7,121.6,9.5,42.9,3.8,124,25.3,114.2,cf,1
54.83,45.93,84.51,93.15,80,78.58,6.6,5.5,39.4,34.3,98.7,121.6,9.5,42.9,3.7,124,25.3,114.5,cf,1
54.83,45.88,84.59,93.23,80.57,78.52,6.7,5.8,39.1,34.2,99,122.1,9.5,42.9,3.5,123.7,25,114.5,cf,1
51.1,44.9,85.45,91.55,55.48,60.87,5.4,3.9,39.5,34.6,95.3,114.7,7,43,3.6,127.7,32.4,114.9,cf,1
50.69,44.49,85.45,91.55,55.83,60.78,4.9,3.4,39.4,34.5,95,113.7,6.7,42.7,3.3,127.4,32.1,115.3,cf,1
50.61,44.45,85.33,91.47,55.29,60.82,5,4,39.2,34.3,95,114.2,6.5,42.9,3.5,127.1,32.4,115.3,cf,1
50.49,44.33,85.33,91.39,54.75,60.53,5.1,3.1,39.2,34.3,94.5,113.2,6.8,42.7,3.5,126.8,31.8,115.6,cf,1
50.4,44.29,85.21,91.26,54.91,60.71,4.9,3.8,39.2,34.3,94.8,113.7,6.5,42.7,3.5,126.8,32.3,115.6,cf,1
48.77,45.43,85.04,88.56,29.56,44,4.8,2.2,40.6,35.6,90.5,105.2,4.5,44.8,4.2,141.7,51.5,117.8,cf,1
49.13,45.72,85.12,88.64,30.28,44.87,5,2.7,40.6,35.6,91.2,106.7,4.9,44.9,4.3,142.6,51.1,118.5,cf,1
49.01,45.52,85.21,88.81,31.29,45.13,4.5,2,40.8,35.8,90.7,105.7,4.9,44.9,4.3,141.7,51,118.5,cf,1
48.52,45.02,85.16,88.77,31.23,45.16,4.1,2.2,40.8,35.8,90.7,105.7,4.6,44.6,4,140.7,50,118.8,cf,1
55.56,45.6,74.48,84.1,89.81,73.41,7.8,6.9,37.6,32.9,90.7,105.7,10.2,41.9,4.3,113.1,22.4,114.5,cf,1
55.4,45.31,74.52,84.26,90.75,73.53,7.7,6.3,37.6,32.9,90.5,105.2,9.8,41.7,4.1,113.1,22.6,113.8,cf,1
55.23,45.15,74.52,84.26,90.1,73.08,7.7,6.5,37.4,32.7,90.7,105.7,9.9,41.5,3.9,112.9,22.2,113.6,cf,1
55.4,45.35,74.48,84.18,90.31,73.67,8.1,6.7,37.2,32.5,90.5,105.2,10.1,41.5,4.3,113.1,22.6,112.7,cf,1
51.88,44.9,75.95,82.71,62.75,55.79,5.9,4.1,38.9,34,86.6,98.3,6.7,42.7,3.8,115.1,28.5,111.6,cf,1
51.96,44.98,75.99,82.79,62.38,55.98,5.8,4.4,39.1,34.2,86.9,98.8,7,42.9,4,115.3,28.4,111.6,cf,1
52,45.02,75.99,82.79,62.64,55.87,6,4.2,38.9,34,86.9,98.8,6.9,42.7,3.8,115.3,28.7,111.6,cf,1
52,45.07,75.99,82.75,62.5,55.9,6,4.4,38.9,34,86.9,98.8,6.9,42.7,3.8,115.6,28.4,111.3,cf,1
52,45.07,76.03,82.79,61.94,55.82,5.8,4.7,39.2,34.2,86.9,98.8,6.9,42.7,3.6,115.6,28.7,111.3,cf,1
52,45.07,76.07,82.79,62.49,55.95,6.2,4.4,38.9,34,86.9,98.8,6.9,42.7,3.6,115.6,28.4,111.3,cf,1
52,45.07,75.99,82.79,62.21,55.89,6,3.9,38.9,34,86.6,98.3,7,42.9,4,115.6,28.4,111.3,cf,1
48.44,45.64,75.22,78.16,25.11,36.12,4.8,1.6,40.6,35.6,79.5,85.9,3.4,45.3,4.5,138.1,58.9,116.9,cf,1
48.48,45.68,75.09,78.08,24.96,36.11,5,1.9,40.6,35.6,79.8,86.4,3.6,45.3,4.8,138.7,58.9,117.1,cf,1
48.48,45.68,75.05,78,25.04,36.22,5,1.9,40.6,35.6,79.8,86.4,3.6,45.4,4.8,138.7,58.9,117.6,cf,1
48.48,45.68,75.22,78.16,25.07,36.3,5,2,40.6,35.6,80.1,86.9,3.7,45.4,4.5,138.7,58.3,117.6,cf,1
53.02,44.29,65.88,74.19,78.65,57.34,7.4,5.6,36.7,32.1,79.5,85.9,8.1,41,4.3,104.9,25.2,110.5,cf,1
51.59,45.35,65.55,71.41,56.15,44.76,7.3,3.8,38,33.2,75,78.9,5.8,43,5,108.2,33.2,109.2,cf,1
51.55,45.35,65.59,71.36,55.85,44.64,7.3,4.1,37.7,33,75.3,79.4,6.1,43,5,108.2,33.1,109.2,cf,1
51.59,45.39,65.59,71.36,56.03,44.51,7.6,3.6,37.7,33,74.7,78.4,5.7,43,5.5,108.4,33.7,109,cf,1
51.63,45.39,65.63,71.36,56.17,44.65,7.2,3.8,38.2,33.4,75,78.9,6,43.2,5.5,108.6,33.6,109,cf,1
51.75,45.52,65.88,71.57,55.95,44.8,7.9,3.8,37.7,33,75.3,79.4,5.8,43.2,5.5,108.6,33.3,109.2,cf,1
51.84,45.56,65.92,71.69,56.44,45.07,7.3,4.2,38.3,33.5,75.7,79.9,6.3,43.4,5.1,108.6,33.1,109.2,cf,1
48.56,45.02,66.33,69.85,31.48,35.29,5.8,2.2,39.2,34.2,71.9,74,3.8,44.1,5.2,121.7,49.6,110.1,cf,1
48.44,44.9,66.33,69.85,31.6,35.4,5.4,2.1,39.4,34.5,71.9,74,4.1,44.1,4.9,122.2,50.3,110.5,cf,1
48.27,44.78,66.33,69.77,31.41,34.27,4.9,2.2,40,35,71.6,73.5,2.8,44.3,4.2,122.7,51.6,110.9,cf,1
48.56,45.19,66.25,69.69,30.23,34.85,5.7,2.1,39.4,34.5,71.6,73.5,4,44.6,5.2,123.7,52.1,111.8,cf,1
48.6,45.15,66.33,69.73,31.18,34.93,6.2,2.4,38.9,34,71.9,74,3.7,44.6,5.5,124.2,52.1,112,cf,1
48.68,45.23,66.33,69.73,30.95,34.87,6.2,2.5,38.9,34.2,71.9,74,3.8,44.4,5.3,124.2,52.6,112.4,cf,1
48.72,45.27,66.33,69.73,30.85,34.87,6.2,2.5,39.1,34.2,71.9,74,4.1,44.4,5.3,124.2,52.3,112.7,cf,1
48.68,45.31,66.29,69.69,30.15,34.87,6.5,1.8,38.9,34,71.2,73,3.7,44.6,5.5,124.2,52.6,113.1,cf,1
48.72,45.27,66.33,69.73,31,34.93,6.2,2.4,39.1,34.2,71.9,74,4,44.6,5.7,124.5,52.6,113.1,cf,1
49.91,41.01,80.58,89.18,78.77,76.11,4.9,5.1,35.8,31.3,94,112.2,7.9,38.5,2.9,118.1,24.1,112,cf,1
49.87,40.93,80.66,89.3,80.14,76.41,4.7,5.5,35.8,31.3,94.5,113.2,8,38.5,2.5,118.3,23.6,112,cf,1
49.58,40.64,80.62,89.3,80.1,76.51,4.6,5.4,35.8,31.3,94.3,112.7,8,38.4,2.8,118.1,23.8,112,cf,1
49.46,40.48,80.54,89.22,80.58,76.36,4.6,5.6,35.6,31.1,94.3,112.7,7.7,38.2,2.6,118.1,23.5,112,cf,1
49.38,40.44,80.46,89.13,80.21,76.5,4.6,5.1,35.6,31.1,94,112.2,8.2,38,2.4,117.8,23.8,111.8,cf,1
49.34,40.4,80.46,89.13,80.14,76.42,4.6,5.4,35.6,31.1,94,112.2,8,38.2,2.6,117.6,23.8,111.8,cf,1
46.23,39.78,81.23,87.66,57.23,59.8,2.9,4,36.9,32.2,91.2,106.7,6.4,38,1.3,119.7,28.3,111.6,cf,1
47.05,40.93,81.11,87.13,54.58,58.18,4.2,3.5,36.5,31.9,90.5,105.2,6.4,39.4,3.2,121.2,30.5,111.8,cf,1
47.09,40.93,81.11,87.13,55.05,58.16,4.4,3.9,36.3,31.7,90.7,105.7,6.7,39.4,3.1,121.5,30.8,111.6,cf,1
47.09,40.93,81.15,87.21,55.61,58.25,4.5,4,36.2,31.6,90.7,105.7,6.2,39.4,3.2,121.2,31,112,cf,1
47,40.93,81.15,87.21,53.98,58.23,4.4,3.8,36.3,31.7,91,106.2,6.7,39.6,3.4,121.7,30.5,112.2,cf,1
47,40.85,81.15,87.21,54.86,58.25,4.4,3.9,36.3,31.7,90.7,105.7,6.4,39.4,3.1,121.2,30.5,112.2,cf,1
43.69,40.11,80.99,84.75,31.88,44.06,1.7,2.2,38,33.2,86.9,98.8,4.6,39.9,1.7,132,45.1,114,cf,1
43.73,40.23,80.91,84.71,31.34,43.98,2.1,2.3,38,33.2,86.6,98.3,4.4,40.1,2.4,132.9,46.3,114.5,cf,1
43.73,40.28,80.87,84.63,30.82,43.93,2.1,2.1,38,33.2,86.6,98.3,4.1,40.2,2.2,132.9,46.6,114.7,cf,1
43.77,40.23,80.99,84.79,31.53,44.4,2.4,2.2,37.7,33,86.9,98.8,4.6,39.9,2.3,132.9,46,114.7,cf,1
43.69,40.15,80.99,84.79,31.71,44.31,2.5,2.4,37.6,32.9,86.9,98.8,4.4,39.9,2.3,132.9,46,115.1,cf,1
43.65,40.11,80.99,84.79,31.64,44.3,2.5,2.2,37.6,32.9,86.9,98.8,4.9,39.9,2.3,132.6,46,115.3,cf,1
51.75,40.85,70.71,81.23,97.83,79.34,5.5,7,35,30.5,88,100.8,9.1,36.6,1.5,108.6,20.9,110.1,cf,1
51.59,40.56,70.75,81.35,98.52,80.35,5.1,6.7,35.1,30.6,87.7,100.3,9.1,35.8,0.5,108.4,20.7,110.1,cf,1
45.86,39.05,71.28,77.92,60.96,54.34,2.7,4.3,36.2,31.6,82.1,90.4,6.3,37.1,0.9,107.7,25.6,108.8,cf,1
46.31,39.78,71.16,77.51,58.48,51.9,4.3,4,35.3,30.8,81.5,88.9,6.3,38.4,2.9,109.4,28.1,108.4,cf,1
46.39,39.78,71.2,77.51,59.55,52,4.3,4,35.3,30.8,81.3,88.9,6.3,38.2,2.8,109.6,28.1,108,cf,1
46.39,39.78,71.2,77.55,59.13,52.08,4.4,3.8,35.3,30.9,81.3,88.9,5.9,38.4,2.8,109.6,28.1,108.2,cf,1
46.39,39.78,71.2,77.55,59.28,52.14,4.2,3.9,35.4,30.9,81.3,89.4,5.9,38.4,3,109.6,28.5,108,cf,1
43.48,40.28,71.2,74.6,28.85,37.38,2.7,2,37.4,32.7,76.6,81.4,3.9,39.9,2.5,125.2,48.9,110.9,cf,1
43.48,40.28,71.2,74.6,28.58,37.24,3,2,37.2,32.5,76.6,81.4,3.6,39.9,2.8,125.7,49.4,111.3,cf,1
43.65,40.44,71.12,74.48,28.79,37.09,3.7,1.9,36.5,32.1,76,80.4,3.3,39.9,3.4,126.6,50.6,112,cf,1
49.63,39.91,66.66,75.91,87.17,64.92,4.2,5.8,35.4,30.9,81.8,89.9,8.7,36.4,1.2,102.7,21,110.9,cf,1
49.5,39.87,66.53,75.79,86.59,64.8,4.3,6.1,35.3,30.8,81.5,89.4,8.5,36.2,1.1,102.8,21.3,110.5,cf,1
49.38,39.78,66.41,75.66,86.19,64.69,4.5,5.7,35.1,30.6,81.3,88.9,8.3,36.4,1.4,102.7,21.4,110.1,cf,1
49.42,39.78,66.41,75.62,86.41,64.54,4.5,5.9,35.3,30.8,81.3,88.9,8.5,36.4,1.1,102.8,21.5,109.6,cf,1
49.75,40.03,66.49,75.7,87.1,63.85,4.6,5.7,35,30.5,81.3,88.9,8.3,37.3,2,102.7,21.4,108.8,cf,1
47.09,39.87,66.58,73.66,64.87,51.38,4,4.6,35.8,31.3,77.9,83.4,6.4,38.2,2.4,104.5,26.7,107.5,cf,1
47.17,40.4,66.13,72.72,60.74,49.38,5,4.3,35.4,30.9,76.6,81.4,6.2,38.7,2.9,104.3,27.9,107.3,cf,1
47.21,40.36,66.17,72.76,61.39,49.27,4.5,4.1,35.4,30.9,76.6,81.4,6.2,38.7,3.1,104.7,28.1,107.3,cf,1
47.21,40.4,66.21,72.76,60.71,49.17,5.1,4.4,35.3,30.8,76.6,81.9,6.3,38.5,3.4,104.7,28.1,107.3,cf,1
47.25,40.44,66.17,72.67,60.64,49.31,5,4.1,35.4,30.9,76.6,81.4,6.2,38.5,3.1,104.9,28.3,107.3,cf,1
47.25,40.44,66.17,72.72,61.45,49.19,5.1,4.6,35.1,30.6,76.9,81.9,6.3,38.5,3.2,104.7,28.3,107.3,cf,1
47.29,40.44,66.17,72.67,61.71,49.21,5.1,4.3,35.3,30.8,76.6,81.4,6.6,38.5,3.1,104.9,28.3,107.3,cf,1
43.61,39.91,66.37,70.34,33.14,36.91,3.5,1.9,36.3,31.7,72.5,75,3.9,39.4,3.1,116.4,44.2,108.6,cf,1
43.65,39.95,66.25,70.1,33.12,36.78,3.9,2.4,36,31.4,72.2,74.5,3.9,39.4,3.4,117.1,45.2,109,cf,1
43.65,39.95,66.25,70.05,33.02,36.92,3.4,2.2,36.5,31.9,72.2,74.5,4.5,39.4,3.1,117.1,44.6,109.6,cf,1
43.61,39.91,66.29,70.1,32.87,36.87,3.7,2.4,36.2,31.6,72.2,74.5,3.9,39.4,3.1,117.4,44.9,109.8,cf,1
43.61,39.87,66.25,70.1,33.38,36.91,3.6,2.5,36.2,31.6,72.5,75,4.2,39.4,3,117.4,44.6,110.1,cf,1
43.57,39.91,66.25,70.05,32.59,36.89,3.7,2.7,36.2,31.6,72.5,75,4.5,39.4,3.2,117.4,44.6,110.3,cf,1
43.57,39.87,66.29,70.1,32.97,36.92,3.6,3,36.3,31.7,72.8,75.5,4.1,39.4,3.2,117.1,44.6,110.5,cf,1
60.39,50.84,85.08,94.21,85.98,79.54,8,5.2,42.6,37.7,99.2,123.1,8.5,47.3,4.7,125.2,25.8,115.3,cf,2
60.19,50.59,85.16,94.38,86.38,80.25,8,5.2,42.6,37.7,99.5,123.1,9,47,4.4,125.2,25.7,115.3,cf,2
60.11,50.51,85.12,94.33,85.86,80.34,7.8,5.1,42.6,37.7,99.2,122.6,8.5,47,4.6,125.5,26,115.6,cf,2
60.03,50.43,85.04,94.29,86.53,80.32,8,5.2,42.4,37.5,99.5,123.1,9,47,4.7,125.5,25.7,115.7,cf,2
59.98,50.35,85.12,94.38,86.3,80.5,7.9,5.2,42.6,37.5,99.7,123.6,8.8,46.8,4.4,125.2,25.5,116,cf,2
59.94,50.35,85.08,94.38,85.66,80.45,7.9,5.2,42.4,37.5,99.5,123.1,9,46.8,4.4,125.2,26,115.7,cf,2
55.48,49.24,85.29,91.43,56.41,59.22,6.5,4.1,42.6,37.7,95.3,114.7,7.5,47.3,4.7,128.7,33.7,116.7,cf,2
55.48,49.28,85.25,91.35,55.53,59.08,6.9,4.1,42.6,37.5,95.3,114.7,7.1,47.2,4.8,129,33.4,116.9,cf,2
55.52,49.28,85.25,91.35,55.98,59.22,6.7,4.5,42.6,37.7,95.7,115.6,7.1,47.3,4.7,128.7,33.7,116.7,cf,2
55.56,49.32,85.25,91.39,56.27,59.21,6.7,4.5,42.6,37.7,95.7,115.6,7.5,47.2,4.8,128.7,33.3,116.9,cf,2
55.6,49.36,85.29,91.39,56.02,59.22,6.9,4.5,42.6,37.7,95.7,115.6,7.5,47.3,4.9,129,33.3,116.9,cf,2
53.76,50.59,85.33,88.64,28.39,42.75,5.8,2.4,44.6,39.8,90.7,105.7,4.4,49.8,5.2,147.2,56.9,119.9,cf,2
53.6,50.35,85.41,88.81,29.05,42.45,6,2.3,44.3,39.5,91,106.2,4.9,49.6,5.3,146.5,55.1,120.7,cf,2
53.6,50.39,85.33,88.64,28.74,42.27,6.4,2.7,44.1,39.3,91,106.2,4.9,49.6,5.6,147.2,56.2,121.5,cf,2
53.64,50.39,85.37,88.68,28.96,42.31,6.3,2.7,44,39.3,91,106.2,4.9,49.8,5.5,147.2,56.2,121.5,cf,2
53.6,50.39,85.41,88.77,28.78,42.37,6.2,2.2,44.1,39.3,90.7,105.7,4.9,49.8,5.5,146.9,56.2,121.7,cf,2
60.19,50.43,74.81,84.26,87.55,69.04,9.1,7,41.2,36.3,91.2,106.7,10.4,46.8,5.6,115.1,23.5,116,cf,2
60.23,50.43,74.85,84.34,88.35,69.57,9.1,7,41.2,36.3,91.2,106.7,10.4,46.6,5.6,114.9,23.9,115.6,cf,2
60.23,50.39,74.89,84.38,88.53,69.81,9.5,6.9,40.8,35.9,91.2,106.7,10,46.6,5.6,114.9,23.9,115.1,cf,2
60.19,50.31,74.89,84.43,88.91,69.88,9.5,6.9,40.8,35.9,91.2,106.7,10.2,46.4,5.4,115.1,23.7,114.9,cf,2
60.23,50.27,74.93,84.47,89.3,70.04,9.5,7,40.8,35.8,91.2,106.7,10.2,46.3,5.6,115.1,24.1,114.5,cf,2
56.71,50.72,75.58,81.44,53.46,49.37,8,4.3,42.8,37.9,85.5,96.3,6.5,48.3,5.7,120.4,34.7,114,cf,2
56.67,50.63,75.58,81.44,54,49.42,8.2,3.9,42.6,37.7,85.2,95.8,6.3,48.5,5.7,120.4,35.2,114.2,cf,2
56.67,50.63,75.62,81.48,54.02,49.47,8,4.2,42.6,37.7,85.5,96.3,6.2,48.5,5.9,120.4,34.7,114.2,cf,2
56.38,50.39,75.67,81.56,53.98,49.43,7.8,4,42.6,37.7,85.2,95.8,6.3,48.2,5.6,120.4,35.2,114.5,cf,2
52.86,50.14,75.62,78.49,24.43,35.39,7,2,43.3,38.5,80.4,87.4,3.7,49.6,6.1,144,63.2,117.4,cf,2
52.78,50.06,75.79,78.61,24.32,35.43,6.5,2,43.5,38.7,80.4,87.4,3.4,49.6,6.1,143.6,63.2,117.8,cf,2
52.7,50.02,75.71,78.53,23.88,35.37,6.8,2.1,43.3,38.5,80.1,86.9,3.3,49.5,6.3,143.6,63.9,118.5,cf,2
52.7,49.98,75.67,78.53,24.35,35.34,6.5,2,43.5,38.7,80.4,87.4,3.6,49.6,6.3,143.6,63.2,119.2,cf,2
52.61,49.94,75.79,78.61,23.96,35.41,6.4,2,43.6,38.8,80.4,87.4,3.6,49.5,5.9,143.6,63.2,119.7,cf,2
52.66,49.9,75.79,78.65,24.67,35.44,6.3,1.7,43.5,38.7,80.4,87.4,3.6,49.6,6,144,63.2,119.9,cf,2
52.61,49.86,75.79,78.65,24.63,35.41,6.3,1.5,43.5,38.7,80.7,87.9,3.9,49.5,6.1,144,63.3,120.7,cf,2
58.18,49.69,68.91,77.1,76.77,56.29,8.8,5.6,40.8,35.9,82.6,91.3,7.7,46.6,5.8,110.1,28,116.7,cf,2
57.2,48.79,68.09,76.2,75.15,53.99,7.8,5.1,41,36.1,81,88.4,7.7,46.1,5.1,108.6,27.3,113.8,cf,2
57.12,49.04,67.56,75.42,72.78,53.48,8.4,5.5,40.6,35.6,80.7,87.9,7.7,45.9,5.3,108.6,27.9,113.1,cf,2
57,49,67.48,75.3,71.75,53.33,8.7,5.1,40.3,35.3,80.1,86.9,7.7,45.9,5.5,108.2,28.3,112.4,cf,2
56.01,49.9,65.59,71.41,55.13,43.16,9.2,3.9,40.8,35.8,75,78.9,6,47.5,6.9,111.3,36.3,111.6,cf,2
55.89,49.77,65.47,71.28,55.11,40.58,8.2,3.8,41.6,36.7,74.4,78,5.1,47.3,5.7,111.6,37.2,111.8,cf,2
56.01,50.18,65.35,70.87,52.54,41.71,8.3,4,41.6,36.7,74.4,78,6.1,48,6,111.6,37.2,111.6,cf,2
56.14,50.35,65.39,70.87,52.29,41.92,9.3,3.8,41,36.1,74.4,78,6.1,48.2,7.2,111.8,37.6,111.6,cf,2
56.18,50.31,65.47,71.04,52.99,42.09,8.8,3.6,41.6,36.6,74.7,78,5.8,48.2,6.7,112,37.3,111.3,cf,2
56.18,50.31,65.43,71.04,53.14,42.09,9,3.9,41.3,36.4,74.7,78.4,6,48.2,6.7,111.8,37.3,111.3,cf,2
56.18,50.31,65.43,71,52.67,42.08,9.1,3.8,41.5,36.4,74.7,78.4,5.7,48.2,6.7,111.8,37.3,111.6,cf,2
56.22,50.35,65.47,71,52.47,42.07,9,4.2,41.3,36.4,74.7,78.9,5.8,48,6.9,111.8,37.3,111.6,cf,2
53.64,50.31,62.97,66.25,29.75,32.61,7.9,2.7,42.4,37.5,68.8,69.5,3.3,49.5,7.4,126.3,57.2,113.1,cf,2
53.64,50.31,62.97,66.21,29.85,32.62,8.2,2,42.3,37.4,68.1,68.5,4.1,49.5,7.4,126.3,58.2,113.8,cf,2
53.64,50.31,62.93,66.21,29.87,32.59,7.9,2.4,42.3,37.5,68.1,68.5,3.4,49.5,7.1,126.3,57.9,114,cf,2
53.6,50.27,62.93,66.21,29.65,32.59,8.2,2,42.1,37.2,68.1,68.5,3.3,49.5,7.4,126.3,57.9,114.2,cf,2
53.64,50.27,62.97,66.21,30.24,32.63,8,2,42.1,37.2,68.1,68.5,3.7,49.5,7.1,126.3,57.8,114.5,cf,2
53.64,50.31,62.97,66.21,29.94,32.6,8,2.9,42.4,37.5,68.8,69.5,3.4,49.5,7.4,126.3,57.2,114.7,cf,2
54.62,46.33,82.63,90.53,74.2,70.45,6.9,4,39.4,34.5,94.5,113.2,7.1,43.6,3.8,120.9,26.4,113.1,cf,2
50.24,44.33,85.25,91.26,53.07,60.04,4,3.6,40.1,35.1,94.8,113.7,6.5,42.9,2.8,127.1,32,115.1,cf,2
50.24,44.33,85.25,91.26,52.6,59.67,4.3,4,39.8,34.8,95,114.2,6.5,42.9,2.9,127.1,32.1,114.9,cf,2
50.24,44.25,85.21,91.22,53.63,59.77,4.1,3.5,40,35,94.5,113.2,6.3,42.9,2.7,126.8,32.3,115.3,cf,2
50.24,44.29,85.16,91.22,53.03,59.97,4.3,3.7,39.8,34.8,94.5,113.2,6,42.7,2.9,127.1,32.6,115.3,cf,2
50.12,44.12,85.25,91.3,53.8,59.97,3.9,3.8,40,35,94.8,113.7,6.3,42.9,2.9,127.1,32.1,115.3,cf,2
